"Police Force Area
 code","Police Force Area
 name","Community Safety
 Partnership code","Community Safety
 Partnership name",Local Authority code,Local Authority name,"Total recorded crime
 (excluding fraud)","Violence against
 the person",Homicide,"Death or serious
 injury caused by
 illegal driving",Violence with injury,Violence without injury,Stalking and harassment,Sexual offences,Robbery,Theft offences,Burglary,Residential burglary,Non-residential burglary,Vehicle offences,Theft from the person,Bicycle theft,Shoplifting,All other theft offences,Criminal damage and arson,Drug offences,Possession of weapons offences,Public order offences,Miscellaneous crimes against society,Column1
E23000036,Avon and Somerset,,,,,"132,387","45,818",13,2,"11,903","20,132","13,768","4,033","1,835","39,444","7,769","5,382","2,387","9,085","1,025","2,695","8,158","10,712","14,779","3,970",949,"19,313","2,246",
E23000036,Avon and Somerset,E22000001,Bath and North East Somerset,E06000022,Bath and North East Somerset,"11,891","3,814",2,0,"1,020","1,677","1,115",357,133,"3,971",798,521,277,769,108,182,975,"1,139","1,323",364,74,"1,685",170,
E23000036,Avon and Somerset,E22000002,"Bristol, City of",E06000023,"Bristol, City of ","50,197","16,204",6,1,"4,283","7,423","4,491","1,419",999,"15,915","2,827","2,043",784,"4,058",581,"1,654","2,839","3,956","5,366","1,483",360,"7,629",822,
E23000036,Avon and Somerset,E22000003,North Somerset,E06000024,North Somerset,"14,978","5,739",1,0,"1,559","2,520","1,659",399,154,"4,085",860,634,226,986,76,183,928,"1,052","1,473",490,160,"2,229",249,
E23000036,Avon and Somerset,E22000369,Somerset,E07000187,Mendip,"9,348","3,491",1,0,893,"5,974","4,417","1,259",338,"9,787","2,170","1,366",804,"1,932",170,334,"2,114","3,067","4,585",985,265,"5,588",621,
E23000036,Avon and Somerset,E22000369,Somerset,E07000188,Sedgemoor,"9,348","3,491",1,0,893,"5,974","4,417","1,259",338,"9,787","2,170","1,366",804,"1,932",170,334,"2,114","3,067","4,585",985,265,"5,588",621,
E23000036,Avon and Somerset,E22000369,Somerset,E07000189,South Somerset,"9,348","3,491",1,0,893,"5,974","4,417","1,259",338,"9,787","2,170","1,366",804,"1,932",170,334,"2,114","3,067","4,585",985,265,"5,588",621,
E23000036,Avon and Somerset,E22000369,Somerset,E07000246,Somerset West and Taunton,"9,348","3,491",1,0,893,"5,974","4,417","1,259",338,"9,787","2,170","1,366",804,"1,932",170,334,"2,114","3,067","4,585",985,265,"5,588",621,
E23000036,Avon and Somerset,E22000006,South Gloucestershire,E06000025,South Gloucestershire,"16,443","5,651",1,0,"1,369","2,350","1,931",439,185,"5,345","1,053",766,287,"1,258",76,316,"1,287","1,355","1,897",490,79,"2,034",323,
E23000036,Avon and Somerset,,Unassigned Avon and Somerset,,,"1,485",445,0,0,102,188,155,160,26,341,61,52,9,82,14,26,15,143,135,158,11,148,61,
E23000026,Bedfordshire,,,,,"52,883","17,373",2,18,"4,486","7,845","5,022","1,546",714,"19,461","3,936","2,907","1,029","6,124",526,"1,000","3,380","4,495","5,240","1,944",374,"5,205","1,026",
E23000026,Bedfordshire,E22000009,Bedford,E06000055,Bedford,"14,819","4,764",0,3,"1,258","2,185","1,318",416,195,"5,653","1,187",822,365,"1,781",130,477,936,"1,142","1,482",487,84,"1,405",333,
E23000026,Bedfordshire,E22000353,Central Bedfordshire,E06000056,Central Bedfordshire,"16,856","5,197",0,7,"1,328","2,152","1,710",401,193,"6,825","1,290",889,401,"2,183",115,272,"1,320","1,645","1,766",397,67,"1,723",287,
E23000026,Bedfordshire,E22000010,Luton,E06000032,Luton,"19,752","6,873",2,7,"1,797","3,220","1,847",502,309,"6,696","1,442","1,193",249,"2,106",267,244,"1,061","1,576","1,903",923,218,"1,967",361,
E23000026,Bedfordshire,,Unassigned Bedfordshire,,,"1,456",539,0,1,103,288,147,227,17,287,17,3,14,54,14,7,63,132,89,137,5,110,45,
E23000023,Cambridgeshire,,,,,"65,209","22,719",14,54,"5,166","11,382","6,103","2,159",606,"21,808","4,222","2,779","1,443","4,541",690,"3,518","3,359","5,478","7,432","1,992",641,"6,274","1,578",
E23000023,Cambridgeshire,E22000013,Cambridge,E07000008,Cambridge,"13,919","3,966",1,1,833,"2,184",947,365,123,"6,035",620,427,193,821,282,"2,294",938,"1,080","1,254",394,136,"1,407",239,
E23000023,Cambridgeshire,E22000014,East Cambridgeshire,E07000009,East Cambridgeshire,"4,365","1,617",0,2,335,770,510,156,21,"1,392",355,228,127,336,40,56,211,394,523,110,41,407,98,
E23000023,Cambridgeshire,E22000015,Fenland,E07000010,Fenland,"7,069","2,823",2,12,695,"1,304",810,239,61,"1,849",505,304,201,279,43,122,250,650,990,192,57,693,165,
E23000023,Cambridgeshire,E22000016,Huntingdonshire,E07000011,Huntingdonshire,"10,090","3,569",4,17,846,"1,666","1,036",322,67,"3,279",730,472,258,845,73,231,453,947,"1,190",344,86,983,250,
E23000023,Cambridgeshire,E22000017,Peterborough,E06000031,Peterborough,"20,774","7,704",6,13,"1,778","4,018","1,889",672,292,"6,240","1,123",788,335,"1,485",209,633,"1,204","1,586","2,394",666,259,"2,043",504,
E23000023,Cambridgeshire,E22000018,South Cambridgeshire,E07000012,South Cambridgeshire,"7,186","2,339",1,8,478,"1,128",724,214,23,"2,660",863,554,309,723,24,161,178,711,965,185,44,608,148,
E23000023,Cambridgeshire,,Unassigned Cambridgeshire,,,"1,806",701,0,1,201,312,187,191,19,353,26,6,20,52,19,21,125,110,116,101,18,133,174,
E23000006,Cheshire,,,,,"91,122","39,192",14,9,"9,868","13,782","15,519","2,910",445,"19,624","4,044","3,027","1,017","3,093",393,"1,282","5,213","5,599","9,278","2,064",386,"15,369","1,854",
E23000006,Cheshire,E22000354,Cheshire East,E06000049,Cheshire East,"22,628","9,507",6,2,"2,402","3,412","3,685",670,136,"5,398","1,162",875,287,823,106,405,"1,448","1,454","2,278",392,72,"3,757",418,
E23000006,Cheshire,E22000355,Cheshire West and Chester,E06000050,Cheshire West and Chester,"27,577","11,789",5,1,"3,025","4,152","4,606",810,94,"5,809","1,042",743,299,705,123,309,"1,772","1,858","2,769",699,135,"4,896",576,
E23000006,Cheshire,E22000023,Halton,E06000006,Halton,"14,451","6,430",1,1,"1,564","2,271","2,593",443,73,"2,558",649,520,129,474,43,126,598,668,"1,607",459,72,"2,494",315,
E23000006,Cheshire,,Unassigned Cheshire,,,"7,405","3,453",0,3,775,"1,128","1,547",314,25,"1,393",348,252,96,304,33,42,248,418,727,138,26,"1,146",183,
E23000006,Cheshire,E22000026,Warrington,E06000007,Warrington,"19,061","8,013",2,2,"2,102","2,819","3,088",673,117,"4,466",843,637,206,787,88,400,"1,147","1,201","1,897",376,81,"3,076",362,
E23000034,City of London,E22000180,City of London,E09000001,City of London,"6,137",837,2,0,256,482,97,55,100,"3,611",257,15,242,194,635,406,679,"1,440",223,663,67,342,239,
E23000013,Cleveland,,,,,"65,770","24,015",10,7,"5,511","9,236","9,251","1,827",605,"18,771","4,621","3,546","1,075","3,311",388,589,"4,916","4,946","9,661","2,108",608,"6,287","1,888",
E23000013,Cleveland,E22000027,Hartlepool,E06000001,Hartlepool,"11,482","4,139",0,1,939,"1,564","1,635",333,77,"3,374",921,689,232,515,58,109,906,865,"1,660",392,121,"1,044",342,
E23000013,Cleveland,E22000029,Middlesbrough,E06000002,Middlesbrough,"21,849","7,854",2,1,"1,890","3,221","2,740",575,253,"6,245","1,564","1,228",336,"1,234",165,234,"1,433","1,615","3,104",786,186,"2,223",623,
E23000013,Cleveland,E22000028,Redcar and Cleveland,E06000003,Redcar and Cleveland,"13,111","4,698",3,3,"1,091","1,624","1,977",327,98,"4,015",927,666,261,782,51,89,"1,217",949,"2,110",252,98,"1,157",356,
E23000013,Cleveland,E22000030,Stockton-on-Tees,E06000004,Stockton-on-Tees,"19,328","7,324",5,2,"1,591","2,827","2,899",592,177,"5,137","1,209",963,246,780,114,157,"1,360","1,517","2,787",678,203,"1,863",567,
E23000013,Cleveland,,Unassigned Cleveland,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
E23000002,Cumbria,,,,,"35,495","15,338",7,20,"4,290","5,791","5,230","1,346",121,"7,270","1,881","1,200",681,883,90,219,"1,767","2,430","5,108","1,049",264,"4,355",644,
E23000002,Cumbria,E22000031,Allerdale,E07000026,Allerdale,"6,710","2,835",1,2,803,"1,034",995,278,22,"1,395",403,235,168,194,18,34,269,477,960,253,63,782,122,
E23000002,Cumbria,E22000032,Barrow-in-Furness,E07000027,Barrow-in-Furness,"5,905","2,895",1,3,783,"1,064","1,044",234,23,979,211,166,45,77,14,39,324,314,759,165,39,700,111,
E23000002,Cumbria,E22000033,Carlisle,E07000028,Carlisle,"10,245","4,336",3,10,"1,118","1,747","1,458",319,39,"2,015",376,242,134,245,29,78,670,617,"1,752",255,67,"1,267",195,
E23000002,Cumbria,E22000034,Copeland,E07000029,Copeland,"4,757","2,063",1,0,637,718,707,188,14,800,227,162,65,83,10,18,163,299,682,110,31,785,84,
E23000002,Cumbria,E22000035,Eden,E07000030,Eden,"2,506","1,014",0,2,269,381,362,99,6,650,163,79,84,105,7,13,114,248,326,77,15,276,43,
E23000002,Cumbria,E22000036,South Lakeland,E07000031,South Lakeland,"5,200","2,112",1,3,668,837,603,192,17,"1,424",499,315,184,177,12,36,227,473,623,171,49,533,79,
E23000002,Cumbria,,Unassigned Cumbria,,,172,83,0,0,12,10,61,36,0,7,2,1,1,2,0,1,0,2,6,18,0,12,10,
E23000018,Derbyshire,,,,,"78,812","32,213",12,16,"10,007","11,760","10,418","2,676",689,"20,580","4,488","3,179","1,309","4,646",559,919,"4,246","5,722","8,933","2,619",842,"8,287","1,973",
E23000018,Derbyshire,E22000037,Amber Valley,E07000032,Amber Valley,"8,169","3,496",5,1,"1,025","1,304","1,161",328,39,"1,889",449,300,149,434,36,33,462,475,"1,061",187,76,892,201,
E23000018,Derbyshire,E22000038,Bolsover,E07000033,Bolsover,"5,431","2,311",2,3,739,848,719,170,29,"1,351",326,225,101,310,20,23,230,442,707,138,59,510,156,
E23000018,Derbyshire,E22000039,Chesterfield,E07000034,Chesterfield,"9,152","3,586",1,3,"1,123","1,259","1,200",261,58,"2,734",654,503,151,583,72,58,716,651,"1,038",288,94,905,188,
E23000018,Derbyshire,E22000040,Derby,E06000015,Derby,"28,067","11,293",2,2,"3,552","4,424","3,313",929,414,"7,512","1,392",997,395,"1,490",326,624,"1,587","2,093","2,826","1,147",316,"2,997",633,
E23000018,Derbyshire,E22000041,Derbyshire Dales,E07000035,Derbyshire Dales,"3,279","1,188",0,3,368,413,404,102,8,942,243,152,91,216,21,13,166,283,404,111,32,347,145,
E23000018,Derbyshire,E22000042,Erewash,E07000036,Erewash,"7,879","3,239",1,2,"1,030","1,072","1,134",280,57,"2,152",436,299,137,476,28,93,580,539,908,188,68,773,214,
E23000018,Derbyshire,E22000043,High Peak,E07000037,High Peak,"5,564","2,204",0,0,691,807,706,185,33,"1,373",313,225,88,360,18,30,249,403,765,170,61,644,129,
E23000018,Derbyshire,E22000044,North East Derbyshire,E07000038,North East Derbyshire,"5,178","2,318",0,0,716,767,835,173,22,"1,209",381,283,98,353,17,13,69,376,603,101,62,572,118,
E23000018,Derbyshire,E22000045,South Derbyshire,E07000039,South Derbyshire,"5,610","2,318",1,1,708,807,801,198,29,"1,363",290,191,99,402,18,31,187,435,605,245,69,624,159,
E23000018,Derbyshire,,Unassigned Derbyshire,,,483,260,0,1,55,59,145,50,0,55,4,4,0,22,3,1,0,25,16,44,5,23,30,
E23000035,Devon and Cornwall,,,,,"94,763","40,702",13,44,"14,465","15,134","11,046","4,142",608,"21,083","4,376","1,980","2,396","3,824",473,641,"4,768","7,001","13,582","4,419","1,165","7,025","2,037",
E23000035,Devon and Cornwall,E22000356,Cornwall,E06000052,Cornwall,"26,608","11,763",5,15,"4,434","4,043","3,266","1,233",115,"5,705","1,131",488,643,853,88,130,"1,417","2,086","4,192","1,068",301,"1,682",549,
E23000035,Devon and Cornwall,E22000362,East and Mid Devon,E07000040,East Devon,"4,131","1,772",1,3,571,676,521,194,19,949,238,85,153,183,13,30,146,341,604,157,36,314,89,
E23000035,Devon and Cornwall,E22000362,East and Mid Devon,E07000042,Mid Devon,"4,131","1,772",1,3,571,676,521,194,19,949,238,85,153,183,13,30,146,341,604,157,36,314,89,
E23000035,Devon and Cornwall,E22000049,Exeter,E07000041,Exeter,"8,638","3,469",2,2,"1,196","1,409",860,355,63,"2,111",332,150,182,350,72,151,527,679,"1,069",409,117,822,223,
E23000035,Devon and Cornwall,E22000050,Isles of Scilly,E06000053,Isles of Scilly,34,7,0,0,6,0,1,1,0,15,2,0,2,2,0,1,0,10,7,3,0,1,0,
E23000035,Devon and Cornwall,E22000363,North Devon,E07000043,North Devon,"3,670","1,593",1,1,542,618,432,151,14,760,170,60,110,101,13,24,185,268,533,197,44,308,73,
E23000035,Devon and Cornwall,E22000363,North Devon,E07000046,Torridge,"3,670","1,593",1,1,542,618,432,151,14,760,170,60,110,101,13,24,185,268,533,197,44,308,73,
E23000035,Devon and Cornwall,E22000056,Plymouth,E06000026,Plymouth,"22,594","9,689",3,2,"3,381","3,810","2,493","1,012",241,"5,066","1,111",607,504,"1,017",161,156,"1,193","1,428","2,955","1,194",349,"1,614",474,
E23000035,Devon and Cornwall,E22000364,South Devon and Dartmoor,E07000044,South Hams,"3,472","1,472",0,5,522,517,428,151,12,733,184,70,114,112,11,16,128,282,534,176,35,272,86,
E23000035,Devon and Cornwall,E22000364,South Devon and Dartmoor,E07000045,Teignbridge,"3,472","1,472",0,5,522,517,428,151,12,733,184,70,114,112,11,16,128,282,534,176,35,272,86,
E23000035,Devon and Cornwall,E22000364,South Devon and Dartmoor,E07000047,West Devon,"3,472","1,472",0,5,522,517,428,151,12,733,184,70,114,112,11,16,128,282,534,176,35,272,86,
E23000035,Devon and Cornwall,E22000060,Torbay,E06000027,Torbay,"10,846","4,618",0,4,"1,650","1,729","1,235",399,88,"2,566",432,236,196,698,67,48,587,734,"1,479",509,135,842,210,
E23000035,Devon and Cornwall,,Unassigned Devon and Cornwall ,,,25,11,0,0,6,5,0,0,0,4,1,0,1,2,0,0,0,1,4,2,0,4,0,
E23000039,Dorset ,,,,,"51,186","19,655",7,1,"5,844","8,273","5,530","1,902",386,"16,350","3,314","1,916","1,398","4,051",399,"1,181","2,854","4,551","6,946","1,439",367,"3,453",688,
E23000039,Dorset,E06000058,"Bournemouth, Christchurch and Poole",E06000028,Bournemouth,"10,900","3,998",2,0,"1,202","1,726","1,067",381,108,"3,815",740,445,295,977,101,344,707,947,"1,393",291,85,714,115,
E23000039,Dorset,E06000058,"Bournemouth, Christchurch and Poole",E07000048,Christchurch,"10,900","3,998",2,0,"1,202","1,726","1,067",381,108,"3,815",740,445,295,977,101,344,707,947,"1,393",291,85,714,115,
E23000039,Dorset,E06000058,"Bournemouth, Christchurch and Poole",E06000029,Poole,"10,900","3,998",2,0,"1,202","1,726","1,067",381,108,"3,815",740,445,295,977,101,344,707,947,"1,393",291,85,714,115,
E23000039,Dorset,E06000059,Dorset,E07000049,East Dorset,"1,210",500,0,0,147,204,148,48,4,323,72,39,34,73,6,10,49,112,184,37,7,85,22,
E23000039,Dorset,E06000059,Dorset,E07000050,North Dorset,"1,210",500,0,0,147,204,148,48,4,323,72,39,34,73,6,10,49,112,184,37,7,85,22,
E23000039,Dorset,E06000059,Dorset,E07000051,Purbeck,"1,210",500,0,0,147,204,148,48,4,323,72,39,34,73,6,10,49,112,184,37,7,85,22,
E23000039,Dorset,E06000059,Dorset,E07000052,West Dorset,"1,210",500,0,0,147,204,148,48,4,323,72,39,34,73,6,10,49,112,184,37,7,85,22,
E23000039,Dorset,E06000059,Dorset,E07000053,Weymouth and Portland,"1,210",500,0,0,147,204,148,48,4,323,72,39,34,73,6,10,49,112,184,37,7,85,22,
E23000039,Dorset,,Unassigned Dorset,,,342,165,0,0,30,33,102,39,1,64,12,1,11,20,3,1,1,27,11,11,0,42,9,
E23000008,Durham,,,,,"61,338","26,148",3,6,"5,315","8,565","12,259","1,807",206,"15,524","3,632","2,486","1,146","2,776",196,398,"4,043","4,479","8,620","1,462",288,"5,518","1,765",
E23000008,Durham,E22000365,County Durham,E06000047,County Durham,"49,294","21,040",2,5,"4,198","6,702","10,133","1,445",141,"12,335","2,889","1,979",910,"2,165",142,280,"3,232","3,627","7,221","1,089",217,"4,322","1,484",
E23000008,Durham,E22000072,Darlington,E06000005,Darlington,"11,594","4,868",1,1,"1,091","1,820","1,955",325,63,"3,142",740,506,234,595,50,118,809,830,"1,346",358,70,"1,162",260,
E23000008,Durham,,Unassigned Durham,,,450,240,0,0,26,43,171,37,2,47,3,1,2,16,4,0,2,22,53,15,1,34,21,
W15000004,Dyfed-Powys,,,,,"31,851","14,326",7,2,"3,309","5,644","5,364","1,212",60,"6,155","1,427",954,473,778,76,108,"1,383","2,383","3,866","2,156",271,"2,921",884,
W15000004,Dyfed-Powys,W14000010,Carmarthenshire,W06000010,Carmarthenshire,"12,266","5,488",5,1,"1,233","2,123","2,126",401,24,"2,649",551,407,144,353,33,54,692,966,"1,468",837,88,"1,000",311,
W15000004,Dyfed-Powys,W14000008,Ceredigion,W06000008,Ceredigion,"4,287","1,959",0,1,461,770,727,151,8,814,186,138,48,65,8,11,164,380,480,318,41,432,84,
W15000004,Dyfed-Powys,W14000009,Pembrokeshire,W06000009,Pembrokeshire,"8,380","3,918",1,0,854,"1,566","1,497",358,15,"1,415",339,206,133,185,23,15,311,542,"1,092",466,70,802,244,
W15000004,Dyfed-Powys,W14000007,Powys,W06000023,Powys,"6,918","2,961",1,0,761,"1,185","1,014",302,13,"1,277",351,203,148,175,12,28,216,495,826,535,72,687,245,
W15000004,Dyfed-Powys,,Unassigned Dyfed-Powys,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
E23000028,Essex,,,,,"159,531","66,043",61,28,"14,805","27,128","24,021","4,782","1,375","43,015","8,624","6,382","2,242","12,383","1,122","1,928","8,391","10,567","16,176","7,088","1,437","15,987","3,628",
E23000028,Essex,E22000079,Basildon,E07000066,Basildon,"18,684","7,611",1,5,"1,753","3,162","2,690",517,215,"4,902",965,700,265,"1,475",153,151,"1,073","1,085","1,962","1,030",183,"1,810",454,
E23000028,Essex,E22000080,Braintree,E07000067,Braintree,"10,907","4,751",1,3,995,"1,802","1,950",344,50,"2,853",664,463,201,705,59,110,561,754,"1,094",375,87,"1,126",227,
E23000028,Essex,E22000081,Brentwood,E07000068,Brentwood,"6,020","1,944",0,2,436,833,673,145,53,"2,505",557,408,149,905,45,80,331,587,516,197,41,508,111,
E23000028,Essex,E22000082,Castle Point,E07000069,Castle Point,"5,864","2,478",0,0,569,893,"1,016",153,47,"1,429",243,183,60,452,21,59,308,346,661,299,54,590,153,
E23000028,Essex,E22000083,Chelmsford,E07000070,Chelmsford,"15,646","6,316",3,2,"1,411","2,624","2,276",584,109,"4,297",855,671,184,969,143,314,963,"1,053","1,591",617,115,"1,565",452,
E23000028,Essex,E22000084,Colchester,E07000071,Colchester,"17,915","7,880",4,2,"1,824","3,336","2,714",562,117,"4,138",837,609,228,788,121,267,984,"1,141","1,824","1,059",148,"1,825",362,
E23000028,Essex,E22000085,Epping Forest,E07000072,Epping Forest,"10,868","3,829",3,7,819,"1,507","1,493",234,123,"3,778",802,631,171,"1,570",55,35,531,785,"1,027",478,87,"1,124",188,
E23000028,Essex,E22000086,Harlow,E07000073,Harlow,"10,055","4,204",3,0,982,"1,757","1,462",309,92,"2,655",511,360,151,803,65,173,470,633,963,492,85,"1,060",195,
E23000028,Essex,E22000087,Maldon,E07000074,Maldon,"3,621","1,669",0,1,357,657,654,129,9,813,205,139,66,202,11,32,105,258,378,136,18,389,80,
E23000028,Essex,E22000088,Rochford,E07000075,Rochford,"4,232","1,912",0,2,421,741,748,116,23,"1,009",209,147,62,305,33,31,166,265,425,148,32,466,101,
E23000028,Essex,E22000089,Southend-on-Sea,E06000033,Southend-on-Sea,"19,293","8,484",3,2,"1,840","3,724","2,915",629,242,"4,627",947,748,199,"1,198",166,358,772,"1,186","1,839",848,209,"2,021",394,
E23000028,Essex,E22000090,Tendring,E07000076,Tendring,"13,717","6,274",2,0,"1,462","2,476","2,334",430,75,"2,931",702,499,203,673,68,126,491,871,"1,514",532,144,"1,464",353,
E23000028,Essex,E22000091,Thurrock,E06000034,Thurrock,"16,339","6,314",40,2,"1,429","2,745","2,098",381,191,"5,110",758,557,201,"1,790",108,154,"1,321",979,"1,676",561,154,"1,541",411,
E23000028,Essex,,Unassigned Essex,,,"1,058",497,0,0,95,182,220,113,8,179,35,20,15,36,7,7,45,49,57,85,11,64,44,
E23000028,Essex,E22000092,Uttlesford,E07000077,Uttlesford,"5,312","1,880",1,0,412,689,778,136,21,"1,789",334,247,87,512,67,31,270,575,649,231,69,434,103,
E23000037,Gloucestershire,,,,,"39,956","14,603",6,5,"5,431","4,707","4,454","1,297",348,"13,091","2,961","2,060",901,"2,730",225,801,"2,795","3,579","4,641","1,412",288,"3,549",727,
E23000037,Gloucestershire,E22000093,Cheltenham,E07000078,Cheltenham,"8,021","2,583",1,0,995,863,724,216,66,"2,963",569,434,135,736,66,309,627,656,983,269,51,770,120,
E23000037,Gloucestershire,E22000094,Cotswold,E07000079,Cotswold,"3,281","1,069",0,0,388,341,340,79,18,"1,300",373,241,132,304,16,49,147,411,438,76,18,227,56,
E23000037,Gloucestershire,E22000095,Forest of Dean,E07000080,Forest of Dean,"3,365","1,458",1,1,535,415,506,125,10,903,300,226,74,206,8,28,91,270,417,113,23,250,66,
E23000037,Gloucestershire,E22000096,Gloucester,E07000081,Gloucester,"11,324","4,410",0,4,"1,701","1,514","1,191",355,151,"3,250",577,460,117,604,71,217,942,839,"1,152",512,109,"1,163",222,
E23000037,Gloucestershire,E22000097,Stroud,E07000082,Stroud,"4,774","1,874",0,0,682,599,593,163,44,"1,320",344,239,105,310,18,44,207,397,635,191,36,419,92,
E23000037,Gloucestershire,E22000098,Tewkesbury,E07000083,Tewkesbury,"3,153","1,093",2,0,401,368,322,108,20,"1,048",300,209,91,238,7,29,201,273,415,126,21,261,61,
E23000037,Gloucestershire,,Unassigned Gloucestershire,,,"6,038","2,116",2,0,729,607,778,251,39,"2,307",498,251,247,332,39,125,580,733,601,125,30,459,110,
E23000005,Greater Manchester [note 4],,,,,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000099,Bolton,E08000001,Bolton,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000100,Bury,E08000002,Bury,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000101,Manchester,E08000003,Manchester,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,,Manchester Airport,,,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000102,Oldham,E08000004,Oldham,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000103,Rochdale,E08000005,Rochdale,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000104,Salford,E08000006,Salford,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000105,Stockport,E08000007,Stockport,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000106,Tameside,E08000008,Tameside,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000107,Trafford,E08000009,Trafford,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,,Unassigned Greater Manchester,,,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
E23000005,Greater Manchester,E22000108,Wigan,E08000010,Wigan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],
W15000002,Gwent,,,,,"52,699","19,432",3,6,"5,252","6,420","7,751","1,384",271,"12,648","3,099","2,235",864,"2,709",238,283,"2,773","3,546","7,559","1,684",239,"7,948","1,534",
W15000002,Gwent,W14000019,Blaenau Gwent,W06000019,Blaenau Gwent,"6,697","2,521",0,1,665,836,"1,019",156,22,"1,546",393,271,122,361,11,22,293,466,"1,054",89,21,"1,088",200,
W15000002,Gwent,W14000018,Caerphilly,W06000018,Caerphilly,"14,795","5,860",1,0,"1,579","1,913","2,367",409,56,"2,994",802,594,208,673,39,45,516,919,"2,253",442,65,"2,264",452,
W15000002,Gwent,W14000021,Monmouthshire,W06000021,Monmouthshire,"5,295","1,844",0,2,502,577,763,159,16,"1,519",401,262,139,272,16,30,317,483,606,213,26,756,156,
W15000002,Gwent,W14000022,Newport,W06000022,Newport,"17,828","6,077",1,2,"1,715","2,125","2,234",426,157,"4,729","1,013",752,261,"1,014",142,153,"1,195","1,212","2,462",748,98,"2,608",523,
W15000002,Gwent,W14000020,Torfaen,W06000020,Torfaen,"8,084","3,130",1,1,791,969,"1,368",234,20,"1,860",490,356,134,389,30,33,452,466,"1,184",192,29,"1,232",203,
W15000002,Gwent,,Unassigned Gwent,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
E23000030,Hampshire,,,,,"151,360","59,312",16,32,"19,635","23,900","15,729","5,504","1,456","42,550","9,585","6,627","2,958","9,295",901,"2,585","9,940","10,244","15,730","5,405","1,796","16,932","2,675",
E23000030,Hampshire,E22000110,East Hampshire,E07000085,East Hampshire,"5,848","2,145",1,0,688,842,614,179,20,"1,797",504,348,156,453,26,33,271,510,756,205,72,590,84,
E23000030,Hampshire,E22000111,Eastleigh,E07000086,Eastleigh,"7,990","3,040",1,1,996,"1,205",837,295,46,"2,484",695,512,183,525,29,116,538,581,830,228,74,850,143,
E23000030,Hampshire,E22000112,Fareham,E07000087,Fareham,"5,725","2,276",0,2,704,907,663,243,46,"1,575",361,260,101,287,29,115,390,393,584,173,73,645,110,
E23000030,Hampshire,E22000113,Gosport,E07000088,Gosport,"6,182","2,600",2,1,854,963,780,224,48,"1,566",265,205,60,260,30,134,424,453,686,193,82,675,108,
E23000030,Hampshire,E22000115,Havant,E07000090,Havant,"9,968","4,190",1,1,"1,433","1,529","1,226",356,63,"2,447",393,295,98,497,56,89,889,523,"1,009",324,135,"1,244",200,
E23000030,Hampshire,E22000116,Isle of Wight,E06000046,Isle of Wight,"9,679","4,408",0,5,"1,411","1,617","1,375",463,61,"1,779",315,207,108,222,37,36,506,663,"1,028",440,134,"1,167",199,
E23000030,Hampshire,E22000117,New Forest,E07000091,New Forest,"10,429","3,800",2,0,"1,213","1,498","1,087",335,47,"3,213",982,615,367,874,40,125,454,738,"1,279",406,107,"1,063",179,
